srid,proj4text,srtext,sqkm
2517,"+proj=tmerc +lat_0=0 +lon_0=159 +k=1 +x_0=500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / Gauss-Kruger CM 159E"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",159],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2517""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22204617692036e-08
2518,"+proj=tmerc +lat_0=0 +lon_0=165 +k=1 +x_0=500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / Gauss-Kruger CM 165E"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",165],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2518""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22203726124389e-08
2519,"+proj=tmerc +lat_0=0 +lon_0=171 +k=1 +x_0=500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / Gauss-Kruger CM 171E"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",171],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2519""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22202786204326e-08
2520,"+proj=tmerc +lat_0=0 +lon_0=177 +k=1 +x_0=500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / Gauss-Kruger CM 177E"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",177],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2520""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22201807462086e-08
2521,"+proj=tmerc +lat_0=0 +lon_0=-177 +k=1 +x_0=500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / Gauss-Kruger CM 177W"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-177],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2521""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22200788809849e-08
2522,"+proj=tmerc +lat_0=0 +lon_0=-171 +k=1 +x_0=500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / Gauss-Kruger CM 171W"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-171],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2522""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22199746317036e-08
2523,"+proj=tmerc +lat_0=0 +lon_0=21 +k=1 +x_0=7500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 7"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",21],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",7500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2523""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",6.51642695066029e-09
2524,"+proj=tmerc +lat_0=0 +lon_0=24 +k=1 +x_0=8500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 8"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",24],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",8500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2524""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",4.15355127019419e-09
2525,"+proj=tmerc +lat_0=0 +lon_0=27 +k=1 +x_0=9500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 9"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",27],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",9500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2525""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",1.48740991670017e-10
2526,"+proj=tmerc +lat_0=0 +lon_0=30 +k=1 +x_0=10500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 10"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",30],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",10500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2526""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",1.51909244107682e-08
2527,"+proj=tmerc +lat_0=0 +lon_0=33 +k=1 +x_0=11500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 11"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",33],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",11500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2527""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",7.42107120596913e-08
2528,"+proj=tmerc +lat_0=0 +lon_0=36 +k=1 +x_0=12500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 12"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",36],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",12500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2528""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.84795028085922e-07
2529,"+proj=tmerc +lat_0=0 +lon_0=39 +k=1 +x_0=13500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 13"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",39],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",13500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2529""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",9.56124762188221e-07
2530,"+proj=tmerc +lat_0=0 +lon_0=42 +k=1 +x_0=14500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 14"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",42],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",14500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2530""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.89550717020929e-06
2531,"+proj=tmerc +lat_0=0 +lon_0=45 +k=1 +x_0=15500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 15"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",45],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",15500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2531""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",8.04957130479561e-06
2532,"+proj=tmerc +lat_0=0 +lon_0=48 +k=1 +x_0=16500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 16"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",48],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",16500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2532""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.08090324085385e-05
2533,"+proj=tmerc +lat_0=0 +lon_0=51 +k=1 +x_0=17500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 17"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",51],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",17500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2533""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",5.05263895110432e-05
2534,"+proj=tmerc +lat_0=0 +lon_0=54 +k=1 +x_0=18500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 18"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",54],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",18500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2534""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.000116142011683928
2535,"+proj=tmerc +lat_0=0 +lon_0=57 +k=1 +x_0=19500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 19"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",57],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",19500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2535""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.000254372223118401
2536,"+proj=tmerc +lat_0=0 +lon_0=60 +k=1 +x_0=20500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 20"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",60],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",20500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2536""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.000533738455485938
2537,"+proj=tmerc +lat_0=0 +lon_0=63 +k=1 +x_0=21500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 21"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",63],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",21500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2537""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.00107778660546489
2538,"+proj=tmerc +lat_0=0 +lon_0=66 +k=1 +x_0=22500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 22"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",66],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",22500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2538""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.00210239205913101
2539,"+proj=tmerc +lat_0=0 +lon_0=69 +k=1 +x_0=23500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 23"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",69],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",23500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2539""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.00397469687396554
2540,"+proj=tmerc +lat_0=0 +lon_0=72 +k=1 +x_0=24500000 +y_0=0 +ellps=krass +towgs84=23.92,-141.27,-80.9,-0,0.35,0.82,-0.12 +units=m +no_defs ","PROJCS[""Pulkovo 1942 / 3-degree Gauss-Kruger zone 24"",GEOGCS[""Pulkovo 1942"",DATUM[""Pulkovo_1942"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[23.92,-141.27,-80.9,-0,0.35,0.82,-0.12],AUTHORITY[""EPSG"",""6284""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4284""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",72],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",24500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""2540""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.00730373528211191
